"star1","imdb_rating","meta_score"
"Jimmy Sheirgill","8.1",76
"Jesse Corti","8.0",95
"Annie Potts","7.8",84
"George Clooney","7.7",69
"Rachel Ticotin","7.6",56
"James Cromwell","7.9",89
"Joe Pesci","8.2",73
"Norman Ferguson","7.7",96
"Grace Kelly","7.9",89
"Shahab Hosseini","8.0",87
"Mia Sara","7.8",61
"Michael Douglas","7.8",61
"Basil Rathbone","7.9",97
"Jason Robards","8.0",77
"Bodil Rosing","8.1",76
"Hugh Marlowe","7.7",76
"Geoffrey Rush","7.8",49
"Al Pacino","7.8",84
"Yoo Ji-Tae","8.4",77
"Ruth Gordon","7.9",62
"Tom Guiry","7.8",55
"Saswata Chatterjee","7.9",76
"Laura Harring","7.9",85
"John Ratzenberger","8.2",88
"Vivien Leigh","8.0",97
"Jamie Foxx","8.4",81
"Lari White","7.8",73
"Aitana Sánchez-Gijón","7.7",61
"Greta Schröder","7.9",76
"Anne Hathaway","8.4",78
"Strother Martin","8.0",66
"Michael Stuhlbarg","7.9",81
"Jason Statham","8.3",55
"Shinpachi Tsuji","8.0",76
"Kurt Russell","7.7",76
"Yalitza Aparicio","7.7",96
"Reese Witherspoon","7.8",72
"Carl Benton Reid","8.0",76
"Phylicia Rashad","7.6",82
"Leonard Nimoy","7.7",67
"Mark Rylance","7.8",94
"Nurgül Yesilçay","7.8",85
"Alec Guinness","8.0",76
"Saurabh Shukla","8.1",76
"Cate Blanchett","7.7",86
"Masahiro Motoki","8.1",68
"Tarun Arora","7.9",76
"Brie Larson","8.1",86
"Jim Carrey","8.3",89
"Thibault Verhaeghe","7.6",45
"Matt Damon","8.0",80
"Yash","8.2",76
"Payman Maadi","8.3",95
"Raymond Massey","8.0",76
"Djimon Hounsou","8.0",64
"Miguel Ángel Fuentes","8.1",76
"Billy Connolly","7.7",55
"Humphrey Bogart","8.0",76
"Eleanor David","8.1",47
"Daniel Craig","7.8",71
"Minami Takayama","7.8",83
"Sridevi","7.8",76
"Woody Harrelson","7.6",73
"Gabriele Ferzetti","7.9",76
"Carlos Martínez López","8.2",65
"Mare Winningham","7.6",77
"Takeshi Kaneshiro","7.7",71
"Al Pacino","7.6",60
"Rodney Rothman","8.4",87
"John Gallagher Jr.","8.0",82
"Timothy Bottoms","8.0",93
"Lee Sun-kyun","8.6",96
"Tony Lo Bianco","7.7",94
"Mahershala Ali","8.2",69
"Paul Muni","7.8",87
"Armando Brancia","7.9",76
"Michael Murphy","7.9",83
"Tatsuya Nakadai","8.0",84
"Martin Freeman","7.8",58
"Martin Sheen","8.4",94
"Ulrich Mühe","7.6",69
"Al Pacino","7.7",76
"Giulietta Masina","8.0",76
"Ricardo Darín","7.9",80
"Geert Van Rampelberg","7.7",70
"Sumita Sanyal","8.4",76
"Marlene Dietrich","8.2",60
"Carlo Verdone","7.8",86
"Kurt Russell","7.8",68
"Jerry O'Connell","8.1",75
"Zarah Jane McKenzie","7.9",78
"Ulrich Matthes","8.2",82
"Henry Fonda","8.0",96
"Lee J. Cobb","8.1",91
"Sagarika Ghatge","8.2",68
"Tom Cruise","7.6",80
"Megs Jenkins","7.8",88
"Ben Whishaw","7.8",88
"Ren Osugi","7.8",76
"Daniel Craig","8.0",80
"Harold Ramis","7.8",71
"John Malkovich","7.7",90
"Nathalie Boltt","7.9",81
"Harry Guardino","7.7",90
"Alison Doody","8.2",65
"Ryô Narita","8.4",79
"Anatoliy Solonitsyn","8.1",76
"Dustin Hoffman","8.0",65
"Marlene Dietrich","8.4",76
"Taraji P. Henson","7.8",74
"Billy Dee Williams","8.3",58
"Danny Lloyd","8.4",66
"Farley Granger","8.0",73
"Kirk Douglas","8.4",90
"Benoît Régent","7.9",85
"Kenshô Ono","8.1",78
"Guy Pearce","7.8",61
"Jacob Tremblay","8.0",66
"Steve Buscemi","8.1",85
"Joan Chen","7.7",76
"Joanne Dru","7.8",76
"Russell Crowe","8.2",90
"Richard Harris","8.2",85
"Don Hall","7.6",81
"Liev Schreiber","7.6",74
"Cary Grant","8.0",76
"Sareh Bayat","8.3",95
"Georges Adet","7.7",89
"Rex Harrison","7.8",95
"Morgan Freeman","9.3",80
"Rodney A. Grant","8.0",72
"Ralph Fiennes","8.9",94
"Shigeru Muroi","7.9",75
"Kumud Mishra","8.0",76
"Julia Greer","7.9",94
"Jim Kelly","7.7",83
"Graciela Tenenbaum","7.9",80
"Wallace Ford","7.9",76
"Meryl Streep","7.7",83
"Ayano Shiraishi","8.5",94
"Ronit Roy","8.2",76
"Emma Watson","8.1",85
"Lily Franky","7.9",93
"Colm Feore","7.7",63
"Kevin Spacey","8.6",65
"Sarah Vowell","7.6",80
"Willem Dafoe","7.6",92
"Emily Mortimer","8.2",63
"Al Pacino","8.2",76
"Vince Vaughn","8.1",73
"Thomas Mitchell","7.9",89
"Allen Garfield","7.8",85
"Patrick Magee","8.1",89
"Melissa Benoist","8.5",88
"Naomi Watts","7.6",70
"Cathy Moriarty","8.2",89
"Samuel Armstrong","7.7",96
"Janet Gaynor","8.1",76
"George O'Brien","8.1",76
"Sunil Shetty","8.2",76
"Perry Lopez","8.1",92
"Gracy Singh","8.1",84
"Sharman Joshi","8.4",67
"Renée Elise Goldsberry","8.6",90
"Keanu Reeves","8.7",73
"Will Poulter","8.0",76
"Ellen Burstyn","8.0",81
"Riisa Naka","7.7",76
"Jung-woo Ha","8.1",84
"Leonard Frey","8.0",67
"Arnold Lucy","8.0",91
"Daniel Boulanger","7.8",76
"Aamir Khan","8.4",67
"Claire Trevor","7.8",93
"Emily Blunt","7.6",82
"Wendy Crewson","8.1",86
"Jeremy Strong","7.8",51
"George MacKay","7.9",72
"Liza Minnelli","7.8",80
"Aki Maeda","7.6",81
"Ward Bond","7.7",76
"Mae Clarke","7.8",91
"Taraneh Alidoosti","8.0",87
"Bill Pullman","7.6",52
"Tung Cho 'Joe' Cheung","8.1",85
"Chris Evans","7.7",70
"Robert Stack","8.2",86
"Marilyn Eastman","7.9",89
"Angela Lansbury","7.9",94
"Peter Sellers","7.7",91
"Robert Shaw","7.7",68
"Monica Viegas","7.8",91
"Chiwetel Ejiofor","7.8",76
"Darren McGavin","7.9",77
"Drew Barrymore","7.8",91
"Ethan Hawke","7.9",94
"Parambrata Chattopadhyay","8.1",76
"Jim Caviezel","7.6",78
"Lee Unkrich","8.1",79
"Daniel Brühl","7.7",68
"Ingrid Thulin","8.1",76
"Zoe Saldana","7.7",72
"Katrin Cartlidge","7.8",84
"Angie Dickinson","8.0",93
"Ian McKellen","8.9",94
"Ralph Brown","7.7",84
"Shraddha Srinath","8.4",76
"Ryan O'Neal","8.1",89
"Naomi Watts","7.9",85
"Michael Caine","7.7",60
"Eva Green","8.0",80
"Martin Sheen","7.8",93
"Moira Shearer","7.7",76
"Manoj Bajpayee","8.0",76
"Sahil Vaid","7.9",76
"Alan Tudyk","7.8",65
"J.D. Cannon","8.1",92
"Moritz Bleibtreu","7.6",77
"Takeshi Kitano","7.6",81
"Alex Sharp","7.8",77
"Dakota Fanning","7.7",47
"Robert De Niro","7.9",84
"Henry Travers","7.7",87
"Annette Bening","8.3",84
"Patricia Clarkson","7.6",81
"Siddharth","8.2",76
"Gene Bervoets","7.7",76
"Sebastian Koch","8.4",89
"Oka Antara","8.0",71
"Sam Shepard","7.8",91
"Clint Eastwood","8.3",74
"Jeffrey Wright","8.0",80
"Walter Connolly","8.1",87
"Eleanor Bron","7.7",83
"Mia Farrow","7.7",76
"Trey Parker","7.7",73
"Sally Hawkins","7.8",88
"Edward G. Robinson","8.3",95
"Steve McQueen","7.7",74
"Carrie Fisher","8.7",82
"Ingrid Bergman","8.5",100
"Tobey Maguire","7.6",41
"Zazie Beetz","8.5",59
"Alan Arkin","7.7",82
"Akio Ôtsuka","8.0",76
"Ayushmann Khurrana","7.8",76
"Joanna Cassidy","7.7",83
"Chico Marx","7.9",76
"Tsuyoshi Ihara","7.9",89
"Charles Chaplin","8.2",76
"John Gavin","8.5",97
"John Goodman","8.1",79
"Gaspard Ulliel","7.6",76
"Ken Watanabe","8.8",74
"Yvonne Furneaux","7.7",91
"Nancy Kyes","7.7",87
"Carlos Peralta","7.7",96
"Louis Wolheim","8.0",91
"Lindsay Duncan","7.6",60
"Paul Newman","8.0",90
"Scarlett Johansson","7.9",58
"Marjane Satrapi","8.0",90
"Sally Field","8.8",82
"Danielle Proulx","7.9",81
"Johnny Depp","7.6",41
"Robin Wright","7.6",87
"Joe Pesci","7.9",94
"Colin Clive","7.8",91
"Marisa Paredes","7.6",70
"Anna Faris","7.7",89
"Suzanne Pleshette","7.7",90
"Mitchell Whitfield","7.6",68
"Jeanne Bates","7.9",85
"Bill Bernstein","7.9",77
"Phyllis Logan","8.0",91
"Bud Cort","7.9",62
"Laurence Olivier","7.9",87
"Hudhail Al-Amir","7.8",76
"Haya Harareet","8.1",90
"Jack Nicholson","8.1",92
"Jonathan Rhys Meyers","7.6",72
"Folco Lulli","8.1",85
"Ewa Fröling","7.8",76
"Boyd Kirkland","7.8",76
"Ivana Baquero","8.2",98
"Paprika Steen","8.0",82
"Gary Oldman","7.7",52
"Aamir Khan","8.1",76
"Jim Carrey","8.1",90
"John Ridgely","7.9",76
"Christian Bale","9.0",84
"Gene Kelly","8.3",99
"Audrey Hepburn","7.8",81
"Ingrid Bergman","7.9",100
"Anatoliy Solonitsyn","8.2",76
"Ethan Hawke","7.8",64
"Brad Pitt","8.0",74
"Callan McAuliffe","7.7",45
"Ben Gazzara","8.0",95
"Harvey Keitel","8.3",79
"Jessica Lange","8.0",58
"Alan Alda","7.6",81
"Vladimir Garin","8.0",82
"Jay C. Flippen","8.0",91
"Forest Whitaker","7.9",81
"Philip Seymour Hoffman","8.0",77
"Mamaengaroa Kerr-Bell","7.9",77
"Neil Brown Jr.","7.8",72
"DeForest Kelley","7.7",67
"Carroll O'Connor","7.6",50
"Chris Evans","7.9",82
"Matt Damon","7.9",68
"Daveigh Chase","8.6",96
"Magnus Millang","7.8",81
"Charles Vanel","8.0",76
"Teresa Wright","7.8",94
"Kad Merad","7.9",56
"Tom Hanks","8.8",82
"Corey Feldman","7.8",62
"Marion Cotillard","7.7",70
"Janusz Gajos","7.6",88
"Anushka Shetty","8.2",76
"Sterling Hayden","8.4",97
"Harrison Ford","7.8",87
"Konkona Sen Sharma","8.2",76
"Chris Pine","7.7",72
"Wes Bentley","8.3",84
"Sonia Todd","7.7",87
"Philip Seymour Hoffman","7.6",67
"Sophie Okonedo","8.1",79
"Otto Wernicke","8.3",76
"Bajram Severdzan","8.1",73
"Bruce Willis","8.9",94
"Jacob Tremblay","8.1",86
"Chief Dan George","7.8",69
"Cary Grant","7.9",100
"Cate Blanchett","7.8",76
"Gregory Peck","7.7",76
"Kevin Costner","8.0",72
"Samuel L. Jackson","8.9",94
"Ana de Armas","7.9",82
"Octavia Spencer","7.6",60
"Jessica Tandy","7.7",64
"Sylvester Stallone","7.7",61
"Russell Crowe","8.5",67
"Myrna Loy","8.0",93
"Denzel Washington","7.7",66
"Kirk Douglas","8.1",72
"Daniel Radcliffe","7.7",65
"Colin Firth","7.7",60
"Alison Crosbie","8.1",84
"Alex Palmer","7.6",73
"Aleksey Kravchenko","8.3",76
"Robert De Niro","8.2",89
"Bruce Dern","7.7",87
"Jean-Baptiste Maunier","7.9",56
"Harry Connick Jr.","8.0",85
"Robert Gulaczyk","7.8",62
"Peter Boyle","8.0",80
"Manoj Bajpayee","8.2",89
"James Gleason","8.0",99
"Ellen Crawford","7.9",76
"Cyril Cusack","7.9",62
"Yordanos Shiferaw","8.4",75
"Samuel E. Wright","7.6",88
"Katrina Kaif","8.1",76
"Duane Jones","7.9",89
"Fernanda Montenegro","8.0",80
"Bill Hader","8.1",94
"Luke Bracey","8.1",71
"Sunil Dutt","8.1",76
"Rachel McAdams","7.7",70
"Peter Billingsley","7.9",77
"Penélope Cruz","7.7",76
"Sonoya Mizuno","7.7",78
"Jung-woo Ha","7.8",64
"Zbigniew Zamachowski","7.6",88
"Gérard Jugnot","7.9",56
"Kerry Washington","7.7",73
"Chris Cooper","7.9",68
"Ally Sheedy","7.8",66
"Jürgen Vogel","7.6",76
"Klaus Kinski","8.1",76
"Dibyendu Bhattacharya","8.0",76
"Jack Albertson","7.8",67
"Huck Milner","7.6",80
"Rupert Friend","7.8",55
"Gloria Grahame","8.0",76
"John Savage","8.1",86
"Al Ernest Garcia","8.1",90
"Wendee Lee","7.7",62
"Aparna Balamurali","8.6",76
"Linda Hamilton","8.5",75
"Hemendra Dandotiya","8.2",76
"Linda Cardellini","8.2",69
"Mone Kamishiraishi","8.4",79
"Martin Milner","8.0",100
"Börje Ahlstedt","8.1",100
"Nora-Jane Noone","7.7",83
"Henrik Dahl","7.9",82
"Mathieu Kassovitz","8.3",69
"Yôko Tsukasa","8.2",76
"Liv Ullmann","8.2",76
"Robert Mitchum","7.7",76
"Ringo Starr","7.6",96
"Patrick McGoohan","7.6",76
"Judi Dench","7.6",77
"Woody Allen","8.0",92
"Joel Coen","8.1",91
"Jerome Flynn","7.8",62
"Bernhard Wicki","7.8",75
"Eugene Silvain","8.1",76
"Leonard Nimoy","7.9",82
"Victor Jory","8.0",58
"Elit Iscan","7.6",83
"Priscilla Presley","7.6",76
"Florian Lukas","7.7",68
"Anne Le Ny","8.5",57
"Hugo Weaving","8.2",62
"Chiwetel Ejiofor","7.8",74
"Nicoletta Braschi","7.8",75
"John Wayne","7.9",94
"William Holden","8.1",83
"Rusty Schwimmer","7.7",83
"William Holden","7.7",72
"Michael Clarke Duncan","8.6",61
"Shima Iwashita","8.6",85
"Haing S. Ngor","7.8",76
"Mackenzie Foy","8.6",74
"Charles Bronson","7.7",73
"Claude Rains","7.9",100
"Virginia Cherrill","8.5",99
"Tae-hoon Kim","7.8",76
"Andrew Garfield","8.1",71
"Sushant Singh Rajput","8.2",76
"Vin Diesel","7.6",67
"Edward Burns","8.6",91
"Andrew Garfield","7.7",95
